RowNo, Average, Max, Min, FileName, Code, DateOfUpload
8, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
9, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
10, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
11, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
12, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
13, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
14, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
15, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
16, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
17, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
18, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
19, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
20, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
21, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
22, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
23, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
24, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
25, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
26, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
27, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
28, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
29, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
30, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
31, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
32, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
33, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
34, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
35, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
36, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
37, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
38, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
39, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
40, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
41, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
42, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
43, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
44, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
45, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
46, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
47, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
48, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
49, , daily-wholesale-commodity-prices-1st-july-2011.xls, 2020-01-09 13:10:45
