RowNo, Average, Max, Min, FileName, Code, DateOfUpload
8, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
9, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
10, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
11, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
12, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
13, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
14, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
15, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
16, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
17, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
18, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
19, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
20, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
21, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
22, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
23, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
24, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
25, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
26, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
27, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
28, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
29, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
30, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
31, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
32, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
33, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
34, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
35, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
36, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
37, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
38, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
39, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
40, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
41, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
42, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
43, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
44, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
45, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
46, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
47, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
48, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
49, , monthly-average-prices-for-june-2011.xls, 2020-01-09 13:10:45
